_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Skills and Perks
5f9fc1e3fb43357b9094a297,2020-11-02 13:52:57,Fashion Design,Enamor,Bangalore,Immediately, 5000 /month,2 Months,"11 Nov' 20",Internship,"[""MS-Office"",""Adobe Illustrator"",""CorelDRAW"",""Certificate""]"
5f9fc1e4fb43357b9094a298,2020-11-02 13:52:59,Operations,Lakshmi Tools & Components,Hoskote,Immediately, 12000 /month,1 Month,"16 Nov' 20",Internship,"[""Chemistry"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
5f9fc1e4fb43357b9094a299,2020-11-02 13:53:00,Photography,Evineon Technologies,Bangalore,Immediately, 10000-12000 /month,3 Months,"16 Nov' 20",Internship,"[""Flexible work hours"","" Free snacks & beverages""]"
5f9fc1e5fb43357b9094a29a,2020-11-02 13:53:00,Social Media Marketing,VisualNet Private Limited,Bangalore,Immediately, 7000 /month,6 Months,"16 Nov' 20",Internship,"[""MS-Office"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
5f9fc1e6fb43357b9094a29b,2020-11-02 13:53:01,Business Development (Sales),DM Consulting (India) Private Limited,Bangalore,Immediately, 5000 /month,6 Months,"16 Nov' 20",Internship,[]
5f9fc1e7fb43357b9094a29c,2020-11-02 13:53:02,Social Media Marketing,"Zyena Technologies SDN, BHD, Malaysia",Coimbatore,Immediately, 5000-10000 /month,3 Months,"16 Nov' 20",Internship with job offer,"[""Digital Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
5f9fc1e8fb43357b9094a29d,2020-11-02 13:53:03,Event Management/Wedding Planning,Visual Reality Events & Production,Bangalore,Immediately, 2000-3000 /month,3 Months,"16 Nov' 20",Internship with job offer,"[""MS-PowerPoint"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc1e9fb43357b9094a29e,2020-11-02 13:53:04,Digital Marketing,Webi7 Digital Media,Bangalore,Immediately, 5000 /month,3 Months,"16 Nov' 20",Internship,"[""Digital Marketing"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
5f9fc1eafb43357b9094a29f,2020-11-02 13:53:05,Graphic Design,StoreEDge Solutions Private Limited,Bangalore,Immediately, 4000-7000 /month,6 Months,"16 Nov' 20",Internship,"[""Social Media Marketing"",""Adobe Photoshop"",""Video Editing"",""Digital Marketing"",""Video Making"",""Certificate"","" Informal dress code""]"
5f9fc1ebfb43357b9094a2a0,2020-11-02 13:53:06,Cyber Security,Resec Systems Private Limited,Chandigarh,Immediately, 8000 /month,6 Months,"16 Nov' 20",Internship with job offer,"[""Python"",""Linux"",""Ethical Hacking"",""C Programming"",""Shell Scripting"",""C++ Programming"",""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc1ebfb43357b9094a2a1,2020-11-02 13:53:07,Business Development (Sales),Transchamp,Bangalore,Immediately, 15000-18000 /month,6 Months,"16 Nov' 20",Internship,"[""Salesforce"",""Certificate""]"
5f9fc1ecfb43357b9094a2a2,2020-11-02 13:53:07,Business Development (Sales),Gayathri Design Studio,Bangalore,Immediately, 3000 /month,3 Months,"16 Nov' 20",Internship,"[""Tally"",""MS-Excel"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Hindi Proficiency (Spoken)"",""Kannada Proficiency (Spoken)"",""Certificate"","" Free snacks & beverages""]"
5f9fc1edfb43357b9094a2a3,2020-11-02 13:53:08,Java App Development (Spring Boot & Hibernate),TesQuirel Solutions Private Limited,Bangalore,Immediately, 8000 /month,6 Months,"16 Nov' 20",Internship,"[""SQL"",""Hibernate (Java)"",""Spring MVC"",""REST API"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
5f9fc1eefb43357b9094a2a4,2020-11-02 13:53:09,Python Web Application,TesQuirel Solutions Private Limited,Bangalore,Immediately, 8000 /month,6 Months,"16 Nov' 20",Internship,"[""Python"",""Algorithms"",""Data Structures"",""Flask"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
5f9fc1eefb43357b9094a2a5,2020-11-02 13:53:10,Graphic Design,Knedge,Bangalore,Immediately, 8000-12000 /month,3 Months,"16 Nov' 20",Internship,"[""Adobe Photoshop"",""Adobe Illustrator"",""Adobe Premiere Pro"",""Adobe Creative Suite"",""Adobe After Effects"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]"
5f9fc1effb43357b9094a2a6,2020-11-02 13:53:10,Search Engine Optimization (SEO),Webi7 Digital Media,Bangalore,Immediately, 5000 /month,3 Months,"15 Nov' 20",Internship,"[""Search Engine Optimization (SEO)"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
5f9fc1f0fb43357b9094a2a7,2020-11-02 13:53:11,Social Media Marketing,Bodhsara Wellness And Salt Studio,Bangalore,Immediately, 9000-12000 /month,3 Months,"15 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
5f9fc1f1fb43357b9094a2a8,2020-11-02 13:53:12,Human Resources (HR),Brainstorm Consulting,Bangalore,Immediately, 10000-20000 /month,6 Months,"15 Nov' 20",Internship,"[""Recruitment"",""English Proficiency (Spoken)"",""Certificate""]"
5f9fc1f2fb43357b9094a2a9,2020-11-02 13:53:13,Graphic Design,Inovexic,Bangalore,Immediately, 7000-13000 /month,2 Months,"15 Nov' 20",Internship,"[""Social Media Marketing"",""Adobe Photoshop"",""Adobe Illustrator"",""Adobe Creative Suite"",""Copywriting"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]"
5f9fc1f3fb43357b9094a2aa,2020-11-02 13:53:14,Social Media Marketing,Cloud Incorporated,Bangalore,Immediately, 4000 /month,4 Weeks,"15 Nov' 20",Internship,"[""Social Media Marketing"",""Certificate"","" 5 days a week""]"
5f9fc1f3fb43357b9094a2ab,2020-11-02 13:53:15,Business Development (Sales),OAP India Private Limited,Bangalore,Immediately, 7000-12000 /month,6 Months,"15 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week""]"
5f9fc1f5fb43357b9094a2ac,2020-11-02 13:53:15,Law/ Legal,Prashant  Dayama,Bangalore,Immediately, 5000 /month,6 Months,"15 Nov' 20",Internship,"[""MS-Office"",""MS-PowerPoint"",""Certificate""]"
5f9fc1f6fb43357b9094a2ad,2020-11-02 13:53:17,iOS App Development,Gloify,Bangalore,Immediately, 10000 /month,4 Months,"15 Nov' 20",Internship with job offer,"[""Objective C"",""Swift"",""iOS"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Job offer""]"
5f9fc1f7fb43357b9094a2ae,2020-11-02 13:53:18,Business Development (Sales),INEL Power System Engineers,Bangalore,Immediately, 3000 /month,3 Months,"15 Nov' 20",Internship with job offer,"[""MS-Word"",""Digital Marketing"",""Email Marketing"",""MS-Excel"",""English Proficiency (Spoken)"",""Kannada Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
5f9fc1f7fb43357b9094a2af,2020-11-02 13:53:19,Customer Support,Skillate Laboratories Private Limited,Bangalore,Immediately, 15000 /month,6 Months,"15 Nov' 20",Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
5f9fc1f9fb43357b9094a2b0,2020-11-02 13:53:19,Business Development (Sales),United Business,Bangalore,Immediately, 2000 /month +  Incentives,2 Months,"15 Nov' 20",Internship,"[""Certificate""]"
5f9fc1fafb43357b9094a2b1,2020-11-02 13:53:21,Firmware Development,Craftech 360,Bangalore,Immediately, 3500 /month,3 Months,"15 Nov' 20",Internship,"[""Python"",""Embedded Systems"",""C Programming"",""PCB Design"",""Internet of Things (IoT)"",""EAGLE""]"
5f9fc1fafb43357b9094a2b2,2020-11-02 13:53:22,Operations,UrbanServ,Delhi,Immediately, 12000 /month,6 Months,"15 Nov' 20",Internship,[]
5f9fc1fbfb43357b9094a2b3,2020-11-02 13:53:22,Marketing,Mech Skillz Engineering Solutions Private Limited,Delhi,Immediately, 8000-12000 /month,2 Months,"15 Nov' 20",Internship with job offer,"[""English Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]"
5f9fc1fcfb43357b9094a2b4,2020-11-02 13:53:23,Human Resources (HR),GT Informatics,Bangalore,Immediately, 10000 /month,3 Months,"15 Nov' 20",Internship with job offer,"[""MS-Office"",""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc1fdfb43357b9094a2b5,2020-11-02 13:53:24,Business Development (Sales),Yes Property Ventures Private Limited,Bangalore,Immediately, 8000 /month,3 Months,"15 Nov' 20",Internship,"[""Certificate""]"
5f9fc1fefb43357b9094a2b6,2020-11-02 13:53:25,Business Development (Sales),Rolla Online Institute,Bangalore,Immediately, 3000-5000 /month,3 Months,"15 Nov' 20",Internship,"[""Digital Marketing"",""Facebook Marketing"",""Email Marketing"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc1fefb43357b9094a2b7,2020-11-02 13:53:26,Operations,Rolla Online Institute,Bangalore,Immediately, 3000-5000 /month,3 Months,"15 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc201fb43357b9094a2b8,2020-11-02 13:53:26,Graphic Design,Rolla Online Institute,Bangalore,Immediately, 3000-5000 /month,3 Months,"15 Nov' 20",Internship,"[""CorelDRAW"",""Adobe Creative Suite"",""Adobe Dreamweaver"",""Adobe After Effects"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc201fb43357b9094a2b9,2020-11-02 13:53:29,Human Resources (HR),Rolla Online Institute,Bangalore,Immediately, 3000-5000 /month,3 Months,"15 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc202fb43357b9094a2ba,2020-11-02 13:53:29,Digital Marketing,Rolla Online Institute,Bangalore,Immediately, 3000-5000 /month,3 Months,"15 Nov' 20",Internship,"[""Google Analytics"",""Digital Marketing"",""Google AdWords"",""Search Engine Optimization (SEO)"",""Facebook Marketing"",""Email Marketing"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc203fb43357b9094a2bb,2020-11-02 13:53:30,Marketing,Rolla Online Institute,Bangalore,Immediately, 3000-5000 /month,3 Months,"15 Nov' 20",Internship,"[""Google Analytics"",""Digital Marketing"",""Facebook Marketing"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc204fb43357b9094a2bc,2020-11-02 13:53:31,Business Development (Sales),Yes Property Ventures Private Limited,Bangalore,Immediately, 8000 /month,3 Months,"15 Nov' 20",Internship with job offer,"[""Certificate"","" Job offer""]"
5f9fc204fb43357b9094a2bd,2020-11-02 13:53:32,Online Marketing,Digi Streaks,Agra,Immediately, 2000 /month,1 Month,"15 Nov' 20",Internship,"[""English Proficiency (Spoken)"",""Hindi Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]"
5f9fc206fb43357b9094a2be,2020-11-02 13:53:32,Graphic Design,Thirumathi Herbal & Natural Products,Bangalore,Immediately, 11000 /month,6 Months,"15 Nov' 20",Internship,"[""Adobe Photoshop"",""CorelDRAW"",""Adobe Illustrator"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
5f9fc208fb43357b9094a2bf,2020-11-02 13:53:36,Graphic Design,Thirumathi Herbal & Natural Products,Bangalore,Immediately, 11000 /month,6 Months,"15 Nov' 20",Internship,"[""Adobe Photoshop"",""CorelDRAW"",""Adobe Illustrator"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
5f9fc20afb43357b9094a2c0,2020-11-02 13:53:36,Career Returnee Program (Women),SAVITARKA BUSINESS SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately, 20000 /month,6 Months,"15 Nov' 20",Internship,"[""Certificate""]"
5f9fc20afb43357b9094a2c1,2020-11-02 13:53:38,Financial Advisor Training,I Cap Financial Services,Bangalore,Immediately, 5000-10000 /month,3 Months,"15 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
5f9fc20bfb43357b9094a2c2,2020-11-02 13:53:38,Graphic Design,QShala,Chennai,Immediately, 10000-15000 /month,3 Months,"15 Nov' 20",Internship with job offer,"[""Adobe Photoshop"",""Adobe Creative Suite"",""Adobe After Effects"",""Adobe Photoshop Lightroom CC"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week"","" Job offer""]"
5f9fc20cfb43357b9094a2c3,2020-11-02 13:53:39,Civil Engineering,HomeInspeKtor,Bangalore,Immediately, 8000-10000 /month,6 Months,"15 Nov' 20",Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc20dfb43357b9094a2c4,2020-11-02 13:53:40,Interior Design,NVT QUALITY LIFESTYLE PROJECTS PRIVATE LIMITED,Bangalore,Immediately, 5000 /month,3 Months,"15 Nov' 20",Internship,"[""Certificate""]"
5f9fc20efb43357b9094a2c5,2020-11-02 13:53:41,iOS App Development,Fincomienzo Solutions Private Limited,Chennai,Immediately, 2000 /month +  Incentives,4 Months,"15 Nov' 20",Internship with job offer,"["".NET"",""iOS"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]"
5f9fc212fb43357b9094a2c6,2020-11-02 13:53:42,Marketing,Digifuse,Agra,Immediately, 2000 lump sum,1 Month,"14 Nov' 20",Internship with job offer,"[""Social Media Marketing"",""MS-Office"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week"","" Job offer""]"
5f9fc213fb43357b9094a2c7,2020-11-02 13:53:46,Business Development (Sales),Woodenstreet Furniture,Bangalore,Immediately, 15000-25000 /month,6 Months,"14 Nov' 20",Internship with job offer,"[""Job offer""]"
5f9fc213fb43357b9094a2c8,2020-11-02 13:53:47,Subject Expert For Creating Tutorials (Python),Coursechamps Internet Ventures Private Limited,Bangalore,Immediately, 18000 /month,3 Months,"14 Nov' 20",Internship,"[""Python"",""Flexible work hours"","" Informal dress code"","" 5 days a week""]"
5f9fc214fb43357b9094a2c9,2020-11-02 13:53:47,Business Development (Sales),Fostpro,Bangalore,Immediately, 8000-12000 /month,2 Months,"30 Nov' 20",Internship,[]
5f9fc215fb43357b9094a2ca,2020-11-02 13:53:48,Digital Marketing,Global Shiksha India Private Limited,Bangalore,Immediately, 8000 /month,3 Months,"14 Nov' 20",Internship,"[""Google AdWords"",""Facebook Marketing"",""Instagram Marketing"",""Certificate""]"
5f9fc216fb43357b9094a2cb,2020-11-02 13:53:49,Business Development (Sales),Homesifyi.com,Bangalore,Immediately, 4000-9000 /month,3 Months,"14 Nov' 20",Internship with job offer,"[""MS-PowerPoint"",""MS-Excel"",""Certificate"","" Flexible work hours"","" Job offer""]"
5f9fc216fb43357b9094a2cc,2020-11-02 13:53:50,Operations,JustWash Car Care Llp,Bangalore,Immediately, 4000 /month,2 Months,"14 Nov' 20",Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc218fb43357b9094a2cd,2020-11-02 13:53:50,Social Media Marketing,STEM SHOP STORE,Delhi,Immediately, 15000 /month,3 Months,"14 Nov' 20",Internship,"[""HTML"",""Adobe Photoshop"",""Adobe Illustrator"",""Digital Marketing"",""Adobe Creative Suite"",""Search Engine Optimization (SEO)"",""Creative Writing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
5f9fc219fb43357b9094a2ce,2020-11-02 13:53:52,Web Development,Decorpot,Bangalore,Immediately, 10000 /month,3 Months,"14 Nov' 20",Internship,"[""Node.js"",""ReactJS"",""Angular 2.0"",""Certificate"","" Letter of recommendation"","" Informal dress code""]"
5f9fc21afb43357b9094a2cf,2020-11-02 13:53:53,Acting & Cinematography,Godhuli Group,Bangalore,Immediately, 2000 /month,3 Months,"14 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation""]"
5f9fc21afb43357b9094a2d0,2020-11-02 13:53:54,Social Media Marketing,LAKSHMI JOINT VENTURE,Bangalore,Immediately, 10000 /month,3 Months,"14 Nov' 20",Internship,"[""Facebook Marketing"",""Certificate"","" Letter of recommendation""]"
5f9fc21bfb43357b9094a2d1,2020-11-02 13:53:54,Business Development (Sales),LAKSHMI JOINT VENTURE,Chennai,Immediately, 10000 /month,3 Months,"14 Nov' 20",Internship,"[""MS-PowerPoint"",""MS-Excel"",""Certificate"","" Letter of recommendation""]"
5f9fc21dfb43357b9094a2d2,2020-11-02 13:53:55,Operations,Bambrew,Bangalore,Immediately, 10000 /month,6 Months,"14 Nov' 20",Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
5f9fc21dfb43357b9094a2d3,2020-11-02 13:53:57,Operations,Bambrew,Bangalore,Immediately, 10000 /month,6 Months,"14 Nov' 20",Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]"
5f9fc21efb43357b9094a2d4,2020-11-02 13:53:57,Telecalling,Brainstorm Consulting,Bangalore,Immediately, 10000-15000 /month,6 Months,"14 Nov' 20",Internship,"[""Certificate""]"
5f9fc21ffb43357b9094a2d5,2020-11-02 13:53:58,Research And Development (Grey Water Treatment),Intellicool Solutions Private Limited,Bangalore,Immediately, 10000-12000 /month,6 Months,"14 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
5f9fc220fb43357b9094a2d6,2020-11-02 13:53:59,Marketing,Sparcolife Digital Healthcare Technologies Private Limited,Bangalore,Immediately, 8000-15000 /month,3 Months,"14 Nov' 20",Internship with job offer,"[""Letter of recommendation"","" Flexible work hours"","" Job offer""]"
5f9fc221fb43357b9094a2d7,2020-11-02 13:54:00,Human Resources (HR),ICS Consultancy Services,Bangalore,Immediately, 5000 /month,2 Months,"14 Nov' 20",Internship,"[""Social Media Marketing"",""MS-Office"",""English Proficiency (Spoken)"",""Certificate""]"
5f9fc223fb43357b9094a2d8,2020-11-02 13:54:01,Business Development (Sales),Codingal Education Private Limited,Bangalore,Immediately, 5000 /month,3 Months,"14 Nov' 20",Internship,"[""MS-Office"",""English Proficiency (Spoken)"",""Certificate"","" Letter of recommendation""]"
5f9fc224fb43357b9094a2d9,2020-11-02 13:54:03,Inventory Management,BUMSONTHESADDLE,Bangalore,Immediately, 8000-10000 /month,6 Months,"14 Nov' 20",Internship with job offer,"[""MS-Excel"",""Copywriting"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]"
5f9fc224fb43357b9094a2da,2020-11-02 13:54:04,Assembly & Manufacturing,Openwater.in Private Limited,Bangalore,Immediately, 15000 /month,6 Months,"14 Nov' 20",Internship,"[""Certificate"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]"
5f9fc225fb43357b9094a2db,2020-11-02 13:54:04,Event Management,CBS Innovations,Bangalore,Immediately, 8000-10000 /month,1 Month,"14 Nov' 20",Internship,"[""Certificate"","" Flexible work hours""]"
5f9fc226fb43357b9094a2dc,2020-11-02 13:54:05,Social Media Marketing,Fincomienzo Solutions Private Limited,Delhi,Immediately, 2000 /month +  Incentives,4 Months,"14 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc227fb43357b9094a2dd,2020-11-02 13:54:06,Customer Service,Mutterfly,Bangalore,Immediately, 7000-10000 /month,2 Months,"14 Nov' 20",Internship with job offer,"[""Client Relationship"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Kannada Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc228fb43357b9094a2de,2020-11-02 13:54:07,Graphic Design,WebMOBI,Bangalore,Immediately, 6000-7000 /month,2 Months,"14 Nov' 20",Internship with job offer,"[""Adobe Photoshop"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week"","" Job offer""]"
5f9fc229fb43357b9094a2df,2020-11-02 13:54:08,Content Writing,Duru Cooperation Private Limited,Bangalore,Immediately, 25000 /month,6 Months,"14 Nov' 20",Internship,[]
5f9fc22afb43357b9094a2e0,2020-11-02 13:54:09,Business Development (Sales),Yes Property,Bangalore,Immediately, 8000-12000 /month,3 Months,"14 Nov' 20",Internship,"[""Social Media Marketing"",""Certificate"","" Letter of recommendation""]"
5f9fc22bfb43357b9094a2e1,2020-11-02 13:54:10,Interior Design,12 Square Interiors,Bangalore,Immediately, 10000 /month,2 Months,"14 Nov' 20",Internship with job offer,"[""AutoCAD"",""Google SketchUp "",""3ds Max"",""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc22bfb43357b9094a2e2,2020-11-02 13:54:11,Photography,BoldFit,Bangalore,Immediately, 8000-13000 /month,2 Months,"14 Nov' 20",Internship with job offer,"[""Photography"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
5f9fc22efb43357b9094a2e3,2020-11-02 13:54:11,Marketing,Webscale Networks,Bangalore,Immediately, 7000 /month +  Incentives,2 Months,"14 Nov' 20",Internship,"[""MS-Office"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" 5 days a week""]"
5f9fc22ffb43357b9094a2e4,2020-11-02 13:54:14,Big Data Development And Testing,Blismos Solutions Private Limited,Bangalore,Immediately, 5000 /month,3 Months,"13 Nov' 20",Internship,"[""Python"",""Certificate"","" Letter of recommendation""]"
5f9fc22ffb43357b9094a2e5,2020-11-02 13:54:15,Digital Marketing,Yo Doozy,Bangalore,Immediately, 5000 /month,3 Months,"13 Nov' 20",Internship,"[""Social Media Marketing"",""Search Engine Marketing (SEM)"",""Digital Marketing"",""Search Engine Optimization (SEO)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]"
5f9fc230fb43357b9094a2e6,2020-11-02 13:54:15,Finance,ShoppRe,Bangalore,Immediately, 10000 /month,6 Months,"13 Nov' 20",Internship,"[""MS-Office"",""Tally"",""English Proficiency (Spoken)"",""Certificate"","" Informal dress code""]"
5f9fc233fb43357b9094a2e7,2020-11-02 13:54:18,Digital Marketing,Yo Doozy,Bangalore,Immediately, 5000 /month,3 Months,"13 Nov' 20",Internship,"[""Social Media Marketing"",""Search Engine Marketing (SEM)"",""Digital Marketing"",""Search Engine Optimization (SEO)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]"
5f9fc236fb43357b9094a2e8,2020-11-02 13:54:19,Finance,ShoppRe,Bangalore,Immediately, 10000 /month,6 Months,"13 Nov' 20",Internship,"[""MS-Office"",""Tally"",""English Proficiency (Spoken)"",""Certificate"","" Informal dress code""]"
5f9fc237fb43357b9094a2e9,2020-11-02 13:54:22,Marketing,Vent For You,Delhi,Immediately, 2000 /month,1 Month,"13 Nov' 20",Internship,"[""Search Engine Marketing (SEM)"",""Digital Marketing"",""Facebook Marketing"",""Email Marketing"",""Instagram Marketing"",""Certificate"","" Flexible work hours""]"
5f9fc237fb43357b9094a2ea,2020-11-02 13:54:23,Business Development (Sales),Digi Upaay,Bangalore,Immediately, 5000 /month,6 Months,"13 Nov' 20",Internship with job offer,"[""Email Marketing"",""MS-Excel"",""English Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
5f9fc238fb43357b9094a2eb,2020-11-02 13:54:23,Business Development (Sales),American Institute Of Big Data Professionals,Bangalore,Immediately, 3000-5000 /month,2 Months,"13 Nov' 20",Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]"
5f9fc239fb43357b9094a2ec,2020-11-02 13:54:24,Counseling,Brainstorm Consulting,Bangalore,Immediately, 10000-15000 /month,6 Months,"13 Nov' 20",Internship,"[""Certificate"","" Flexible work hours""]"
5f9fc23afb43357b9094a2ed,2020-11-02 13:54:25,Business Development (Sales),The Majesstine Sports,Bangalore,Immediately, 9500 /month,3 Months,"13 Nov' 20",Internship with job offer,"[""MS-Office"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week"","" Job offer""]"
5f9fc23afb43357b9094a2ee,2020-11-02 13:54:26,Operations,Carfin Automobile Financial Services,Bangalore,Immediately, 12000 /month,6 Months,"13 Nov' 20",Internship,"[""MS-Excel"",""Kannada"",""Client Relationship"",""English Proficiency (Spoken)"",""Letter of recommendation""]"
5f9fc23bfb43357b9094a2ef,2020-11-02 13:54:26,Test Ops Engineering,Flux,Bangalore,Immediately, 5000 /month,6 Months,"13 Nov' 20",Internship,"[""Python"",""C++ Programming"",""Certificate"","" 5 days a week""]"
5f9fc23cfb43357b9094a2f0,2020-11-02 13:54:27,Business Development (Sales),Farid Consultants,Bangalore,Immediately, 12000 /month +  Incentives,2 Months,"13 Nov' 20",Internship with job offer,"[""Digital Marketing"",""Salesforce"",""Certificate"","" Letter of recommendation"","" Job offer""]"
5f9fc23dfb43357b9094a2f1,2020-11-02 13:54:28,Cloud Engineering,Axcess.io,Bangalore,Immediately, 17500 /month,6 Months,"13 Nov' 20",Internship,"[""5 days a week""]"
5f9fc23efb43357b9094a2f2,2020-11-02 13:54:29,Business Development (Sales),INLINE-4 AUTOMOTIVE,Bangalore,Immediately, 3000 /month,2 Months,"13 Nov' 20",Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Hindi Proficiency (Spoken)"",""Kannada Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
5f9fc23ffb43357b9094a2f3,2020-11-02 13:54:30,Marketing,I Cap Financial Services,Bangalore,Immediately, 5000-10000 /month,2 Months,"13 Nov' 20",Internship,"[""Certificate"","" Flexible work hours"","" 5 days a week"","" Free snacks & beverages""]"
5f9fc23ffb43357b9094a2f4,2020-11-02 13:54:31,Content Writing,Hana E Solutions,Bangalore,Immediately, 5000-7000 /month,2 Months,"13 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]"
5f9fc240fb43357b9094a2f5,2020-11-02 13:54:31,Graphic Design,Yantraloop Solutions Private Limited,Bangalore,Immediately, 4000 /month,2 Months,"13 Nov' 20",Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code""]"
5f9fc241fb43357b9094a2f6,2020-11-02 13:54:32,Campus Ambassador,CollegeBol,Ahmedabad,Immediately,Performance Based,2 Months,"13 Nov' 20",Internship,"[""Social Media Marketing"",""MS-PowerPoint"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
5f9fc242fb43357b9094a2f7,2020-11-02 13:54:33,Business Development (Sales),SJR Primecorp,Bangalore,Immediately, 15000-20000 /month,6 Months,"13 Nov' 20",Internship,"[""Certificate""]"
